Sr. No.,Restaurant ID,Country Code,City,Has Table booking,Has Online delivery,Service_Availability,,,,,,,
8454,2336,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8455,18273566,1,Noida,No,No,No_Service_Available,,,,,,,
8456,311338,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8457,310609,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8458,307555,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8459,4717,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8460,7956,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8461,304612,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8462,304691,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8463,309519,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8464,18450369,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8465,18409730,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8466,18427226,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8467,387,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8468,301420,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8469,18383442,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8470,18424675,1,Noida,No,No,No_Service_Available,,,,,,,
8471,18425782,1,Noida,No,No,No_Service_Available,,,,,,,
8472,18457257,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8473,18382382,1,Noida,No,No,No_Service_Available,,,,,,,
8474,18441711,1,Noida,No,No,No_Service_Available,,,,,,,
8475,308770,1,Noida,No,No,No_Service_Available,,,,,,,
8476,18472688,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8477,18156065,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8478,308951,1,Noida,No,No,No_Service_Available,,,,,,,
8479,308563,1,Noida,No,No,No_Service_Available,,,,,,,
8480,18409182,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8481,8065,1,Noida,No,No,No_Service_Available,,,,,,,
8482,18216929,1,Noida,No,No,No_Service_Available,,,,,,,
8483,18224208,1,Noida,No,No,No_Service_Available,,,,,,,
8484,18441760,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8485,18492041,1,Noida,No,No,No_Service_Available,,,,,,,
8486,18393406,1,Noida,No,No,No_Service_Available,,,,,,,
8487,18381676,1,Noida,No,No,No_Service_Available,,,,,,,
8488,18430895,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8489,18433898,1,Noida,No,No,No_Service_Available,,,,,,,
8490,5239,1,Noida,No,No,No_Service_Available,,,,,,,
8491,18312466,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8492,8022,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8493,8017,1,Noida,No,No,No_Service_Available,,,,,,,
8494,18020006,1,Noida,No,No,No_Service_Available,,,,,,,
8495,18252394,1,Noida,No,No,No_Service_Available,,,,,,,
8496,311375,1,Noida,No,No,No_Service_Available,,,,,,,
8497,18463959,1,Noida,No,No,No_Service_Available,,,,,,,
8498,18345461,1,Noida,No,No,No_Service_Available,,,,,,,
8499,311688,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8500,18265723,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8501,7986,1,Noida,No,No,No_Service_Available,,,,,,,
8502,18244520,1,Noida,No,No,No_Service_Available,,,,,,,
8503,5760,1,Noida,No,No,No_Service_Available,,,,,,,
8504,18265705,1,Noida,No,No,No_Service_Available,,,,,,,
8505,5761,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8506,18255160,1,Noida,No,No,No_Service_Available,,,,,,,
8507,18265709,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8508,18236270,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8509,5757,1,Noida,No,No,No_Service_Available,,,,,,,
8510,312237,1,Noida,No,No,No_Service_Available,,,,,,,
8511,5700,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8512,302575,1,Noida,No,No,No_Service_Available,,,,,,,
8513,18463961,1,Noida,No,No,No_Service_Available,,,,,,,
8514,18336506,1,Noida,No,No,No_Service_Available,,,,,,,
8515,5744,1,Noida,No,No,No_Service_Available,,,,,,,
8516,18408051,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8517,18377587,1,Noida,No,No,No_Service_Available,,,,,,,
8518,307719,1,Noida,No,No,No_Service_Available,,,,,,,
8519,7982,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8520,311419,1,Noida,No,No,No_Service_Available,,,,,,,
8521,18383448,1,Noida,No,No,No_Service_Available,,,,,,,
8522,18432192,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8523,395,1,Noida,No,No,No_Service_Available,,,,,,,
8524,307724,1,Noida,No,No,No_Service_Available,,,,,,,
8525,1460,1,Noida,No,No,No_Service_Available,,,,,,,
8526,7991,1,Noida,No,No,No_Service_Available,,,,,,,
8527,7979,1,Noida,No,No,No_Service_Available,,,,,,,
8528,18323760,1,Noida,No,No,No_Service_Available,,,,,,,
8529,307491,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8530,2334,1,Noida,No,No,No_Service_Available,,,,,,,
8531,3153,1,Noida,No,No,No_Service_Available,,,,,,,
8532,18361198,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8533,309215,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8534,18219552,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8535,18478962,1,Noida,No,No,No_Service_Available,,,,,,,
8536,18472682,1,Noida,No,No,No_Service_Available,,,,,,,
8537,18396192,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8538,18138415,1,Noida,No,No,No_Service_Available,,,,,,,
8539,18429379,1,Noida,No,No,No_Service_Available,,,,,,,
8540,3443,1,Noida,No,No,No_Service_Available,,,,,,,
8541,18466412,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8542,18180048,1,Noida,No,No,No_Service_Available,,,,,,,
8543,302535,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8544,18311928,1,Noida,No,No,No_Service_Available,,,,,,,
8545,18446503,1,Noida,No,No,No_Service_Available,,,,,,,
8546,18157374,1,Noida,No,No,No_Service_Available,,,,,,,
8547,309059,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8548,18291234,1,Noida,No,No,No_Service_Available,,,,,,,
8549,18458315,1,Noida,No,No,No_Service_Available,,,,,,,
8550,18457856,1,Noida,No,No,No_Service_Available,,,,,,,
8551,18323684,1,Noida,No,No,No_Service_Available,,,,,,,
8552,18244230,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8553,18204467,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8554,18306542,1,Noida,No,No,No_Service_Available,,,,,,,
8555,18337925,1,Noida,No,No,No_Service_Available,,,,,,,
8556,18433854,1,Noida,No,No,No_Service_Available,,,,,,,
8557,313151,1,Noida,No,No,No_Service_Available,,,,,,,
8558,9735,1,Noida,No,No,No_Service_Available,,,,,,,
8559,18440192,1,Noida,No,No,No_Service_Available,,,,,,,
8560,302501,1,Noida,No,No,No_Service_Available,,,,,,,
8561,303025,1,Noida,No,No,No_Service_Available,,,,,,,
8562,18424204,1,Noida,No,No,No_Service_Available,,,,,,,
8563,18393700,1,Noida,No,No,No_Service_Available,,,,,,,
8564,18430590,1,Noida,No,No,No_Service_Available,,,,,,,
8565,18439524,1,Noida,No,No,No_Service_Available,,,,,,,
8566,18417576,1,Noida,No,No,No_Service_Available,,,,,,,
8567,18440395,1,Noida,No,No,No_Service_Available,,,,,,,
8568,18423885,1,Noida,No,No,No_Service_Available,,,,,,,
8569,18421515,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8570,18440171,1,Noida,No,No,No_Service_Available,,,,,,,
8571,18359322,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8572,457,1,Noida,No,No,No_Service_Available,,,,,,,
8573,18398459,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8574,18255715,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8575,18427249,1,Noida,No,No,No_Service_Available,,,,,,,
8576,18391164,1,Noida,No,No,No_Service_Available,,,,,,,
8577,18472655,1,Noida,No,No,No_Service_Available,,,,,,,
8578,18279437,1,Noida,No,No,No_Service_Available,,,,,,,
8579,18204489,1,Noida,No,No,No_Service_Available,,,,,,,
8580,18275704,1,Noida,No,No,No_Service_Available,,,,,,,
8581,18332077,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8582,18458632,1,Noida,No,No,No_Service_Available,,,,,,,
8583,18391158,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8584,18303845,1,Noida,No,No,No_Service_Available,,,,,,,
8585,18352262,1,Noida,No,No,No_Service_Available,,,,,,,
8586,18427229,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8587,18345747,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8588,18368024,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8589,18472419,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8590,18284048,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8591,18438321,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8592,18319512,1,Noida,No,No,No_Service_Available,,,,,,,
8593,309278,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8594,18419879,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8595,9836,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8596,307407,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8597,305317,1,Noida,No,No,No_Service_Available,,,,,,,
8598,18430593,1,Noida,No,No,No_Service_Available,,,,,,,
8599,18349929,1,Noida,No,No,No_Service_Available,,,,,,,
8600,18408048,1,Noida,No,No,No_Service_Available,,,,,,,
8601,305222,1,Noida,No,No,No_Service_Available,,,,,,,
8602,18356801,1,Noida,No,No,No_Service_Available,,,,,,,
8603,18432198,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8604,18432025,1,Noida,No,No,No_Service_Available,,,,,,,
8605,18265399,1,Noida,No,No,No_Service_Available,,,,,,,
8606,18432194,1,Noida,No,No,No_Service_Available,,,,,,,
8607,8385,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8608,309799,1,Noida,No,No,No_Service_Available,,,,,,,
8609,6800,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8610,18449659,1,Noida,No,No,No_Service_Available,,,,,,,
8611,18438249,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8612,18489509,1,Noida,No,No,No_Service_Available,,,,,,,
8613,18155147,1,Noida,No,No,No_Service_Available,,,,,,,
8614,18388032,1,Noida,No,No,No_Service_Available,,,,,,,
8615,18478565,1,Noida,No,No,No_Service_Available,,,,,,,
8616,313410,1,Noida,No,No,No_Service_Available,,,,,,,
8617,311974,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8618,5686,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8619,18396157,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8620,5681,1,Noida,No,No,No_Service_Available,,,,,,,
8621,307424,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8622,8084,1,Noida,No,No,No_Service_Available,,,,,,,
8623,18412870,1,Noida,No,No,No_Service_Available,,,,,,,
8624,18412876,1,Noida,No,No,No_Service_Available,,,,,,,
8625,306551,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8626,8095,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8627,308648,1,Noida,No,No,No_Service_Available,,,,,,,
8628,18352184,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8629,17977758,1,Noida,No,No,No_Service_Available,,,,,,,
8630,18370702,1,Noida,No,No,No_Service_Available,,,,,,,
8631,18322612,1,Noida,No,No,No_Service_Available,,,,,,,
8632,18412866,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8633,18396425,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8634,18287405,1,Noida,No,No,No_Service_Available,,,,,,,
8635,18466390,1,Noida,No,No,No_Service_Available,,,,,,,
8636,18219556,1,Noida,No,No,No_Service_Available,,,,,,,
8637,311332,1,Noida,No,No,No_Service_Available,,,,,,,
8638,18439546,1,Noida,No,No,No_Service_Available,,,,,,,
8639,18441667,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8640,18363088,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8641,18454463,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8642,18450749,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8643,18381230,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8644,18332051,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8645,18339370,1,Noida,No,No,No_Service_Available,,,,,,,
8646,18439534,1,Noida,No,No,No_Service_Available,,,,,,,
8647,18432190,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8648,18412897,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8649,18383529,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8650,18383549,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8651,18430878,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8652,18481312,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8653,18478971,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8654,18439535,1,Noida,No,No,No_Service_Available,,,,,,,
8655,307974,1,Noida,No,No,No_Service_Available,,,,,,,
8656,18430884,1,Noida,No,No,No_Service_Available,,,,,,,
8657,18460087,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8658,1337,1,Noida,No,No,No_Service_Available,,,,,,,
8659,311342,1,Noida,No,No,No_Service_Available,,,,,,,
8660,18438435,1,Noida,No,No,No_Service_Available,,,,,,,
8661,18425976,1,Noida,No,No,No_Service_Available,,,,,,,
8662,18463984,1,Noida,No,No,No_Service_Available,,,,,,,
8663,18370372,1,Noida,No,No,No_Service_Available,,,,,,,
8664,18433903,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8665,18391172,1,Noida,No,No,No_Service_Available,,,,,,,
8666,310539,1,Noida,No,No,No_Service_Available,,,,,,,
8667,18383527,1,Noida,No,No,No_Service_Available,,,,,,,
8668,310695,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8669,308763,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8670,309135,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8671,3740,1,Noida,No,No,No_Service_Available,,,,,,,
8672,18400723,1,Noida,No,No,No_Service_Available,,,,,,,
8673,18383486,1,Noida,No,No,No_Service_Available,,,,,,,
8674,18454484,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8675,18398614,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8676,18373560,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8677,18478972,1,Noida,No,No,No_Service_Available,,,,,,,
8678,18381258,1,Noida,No,No,No_Service_Available,,,,,,,
8679,18420881,1,Noida,No,No,No_Service_Available,,,,,,,
8680,18499456,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8681,18433905,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8682,18448608,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8683,18387305,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8684,18317511,1,Noida,No,No,No_Service_Available,,,,,,,
8685,18472676,1,Noida,No,No,No_Service_Available,,,,,,,
8686,18244257,1,Noida,No,No,No_Service_Available,,,,,,,
8687,18228857,1,Noida,No,No,No_Service_Available,,,,,,,
8688,18456765,1,Noida,No,No,No_Service_Available,,,,,,,
8689,18317512,1,Noida,No,No,No_Service_Available,,,,,,,
8690,18432231,1,Noida,No,No,No_Service_Available,,,,,,,
8691,18486776,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8692,18432236,1,Noida,No,No,No_Service_Available,,,,,,,
8693,311706,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8694,18410380,1,Noida,No,No,No_Service_Available,,,,,,,
8695,18426112,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8696,18418205,1,Noida,No,No,No_Service_Available,,,,,,,
8697,18352161,1,Noida,No,No,No_Service_Available,,,,,,,
8698,18234101,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8699,312313,1,Noida,No,No,No_Service_Available,,,,,,,
8700,18339329,1,Noida,No,No,No_Service_Available,,,,,,,
8701,304818,1,Noida,No,No,No_Service_Available,,,,,,,
8702,18303838,1,Noida,No,No,No_Service_Available,,,,,,,
8703,310724,1,Noida,No,No,No_Service_Available,,,,,,,
8704,310753,1,Noida,No,No,No_Service_Available,,,,,,,
8705,18435295,1,Noida,No,No,No_Service_Available,,,,,,,
8706,18281160,1,Noida,No,No,No_Service_Available,,,,,,,
8707,309155,1,Noida,No,No,No_Service_Available,,,,,,,
8708,18289230,1,Noida,No,No,No_Service_Available,,,,,,,
8709,18277218,1,Noida,No,No,No_Service_Available,,,,,,,
8710,18133492,1,Noida,No,No,No_Service_Available,,,,,,,
8711,18332086,1,Noida,No,No,No_Service_Available,,,,,,,
8712,18419113,1,Noida,No,No,No_Service_Available,,,,,,,
8713,18203626,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8714,312978,1,Noida,No,No,No_Service_Available,,,,,,,
8715,18451091,1,Noida,No,No,No_Service_Available,,,,,,,
8716,304727,1,Noida,No,No,No_Service_Available,,,,,,,
8717,3679,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8718,306023,1,Noida,No,No,No_Service_Available,,,,,,,
8719,18378765,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8720,18014129,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8721,301081,1,Noida,No,No,No_Service_Available,,,,,,,
8722,2971,1,Noida,No,No,No_Service_Available,,,,,,,
8723,302406,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8724,18254253,1,Noida,No,No,No_Service_Available,,,,,,,
8725,18138435,1,Noida,No,No,No_Service_Available,,,,,,,
8726,5684,1,Noida,No,No,No_Service_Available,,,,,,,
8727,1745,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8728,3707,1,Noida,No,No,No_Service_Available,,,,,,,
8729,18371395,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8730,310766,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8731,2939,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8732,1919,1,Noida,No,No,No_Service_Available,,,,,,,
8733,9313,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8734,18470627,1,Noida,No,No,No_Service_Available,,,,,,,
8735,18273432,1,Noida,No,No,No_Service_Available,,,,,,,
8736,18163927,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8737,18373828,1,Noida,No,No,No_Service_Available,,,,,,,
8738,18252364,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8739,18376068,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8740,308725,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8741,385,1,Noida,No,No,No_Service_Available,,,,,,,
8742,18432227,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8743,308441,1,Noida,No,No,No_Service_Available,,,,,,,
8744,2327,1,Noida,No,No,No_Service_Available,,,,,,,
8745,313045,1,Noida,No,No,No_Service_Available,,,,,,,
8746,309818,1,Noida,No,No,No_Service_Available,,,,,,,
8747,311341,1,Noida,No,No,No_Service_Available,,,,,,,
8748,18398605,1,Noida,No,No,No_Service_Available,,,,,,,
8749,18383531,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8750,306167,1,Noida,No,No,No_Service_Available,,,,,,,
8751,308059,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8752,18489511,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8753,18388008,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8754,18255153,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8755,313164,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8756,18432195,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8757,18261811,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8758,18377891,1,Noida,Yes,Yes,Both_Services_Available,,,,,,,
8759,18273047,1,Noida,No,No,No_Service_Available,,,,,,,
8760,18261720,1,Noida,No,No,No_Service_Available,,,,,,,
8761,18435293,1,Noida,No,No,No_Service_Available,,,,,,,
8762,18480748,1,Noida,No,No,No_Service_Available,,,,,,,
8763,18480216,1,Noida,No,No,No_Service_Available,,,,,,,
8764,18478977,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8765,18500639,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8766,18357573,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8767,18435297,1,Noida,No,No,No_Service_Available,,,,,,,
8768,18322688,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8769,18383521,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8770,18337906,1,Noida,No,No,No_Service_Available,,,,,,,
8771,18351422,1,Noida,No,No,No_Service_Available,,,,,,,
8772,18353796,1,Noida,No,No,No_Service_Available,,,,,,,
8773,18495875,1,Noida,No,No,No_Service_Available,,,,,,,
8774,18480321,1,Noida,No,No,No_Service_Available,,,,,,,
8775,18332475,1,Noida,No,No,No_Service_Available,,,,,,,
8776,18439522,1,Noida,No,No,No_Service_Available,,,,,,,
8777,18481291,1,Noida,No,No,No_Service_Available,,,,,,,
8778,1498,1,Noida,No,No,No_Service_Available,,,,,,,
8779,18258491,1,Noida,No,No,No_Service_Available,,,,,,,
8780,304484,1,Noida,No,No,No_Service_Available,,,,,,,
8781,18477658,1,Noida,No,No,No_Service_Available,,,,,,,
8782,18368602,1,Noida,No,No,No_Service_Available,,,,,,,
8783,18435807,1,Noida,No,No,No_Service_Available,,,,,,,
8784,18287399,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8785,309873,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8786,310170,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8787,8497,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8788,312184,1,Noida,No,No,No_Service_Available,,,,,,,
8789,18082207,1,Noida,No,No,No_Service_Available,,,,,,,
8790,18144457,1,Noida,No,No,No_Service_Available,,,,,,,
8791,18346998,1,Noida,No,No,No_Service_Available,,,,,,,
8792,18435308,1,Noida,No,No,No_Service_Available,,,,,,,
8793,18291227,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8794,18435795,1,Noida,No,No,No_Service_Available,,,,,,,
8795,18383031,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8796,304750,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8797,18435790,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8798,18244407,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8799,18428215,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8800,18382356,1,Noida,No,No,No_Service_Available,,,,,,,
8801,307841,1,Noida,No,No,No_Service_Available,,,,,,,
8802,18157407,1,Noida,No,No,No_Service_Available,,,,,,,
8803,8068,1,Noida,No,No,No_Service_Available,,,,,,,
8804,18435313,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8805,18249124,1,Noida,No,No,No_Service_Available,,,,,,,
8806,302502,1,Noida,No,No,No_Service_Available,,,,,,,
8807,313329,1,Noida,No,No,No_Service_Available,,,,,,,
8808,18126119,1,Noida,No,No,No_Service_Available,,,,,,,
8809,18435805,1,Noida,No,No,No_Service_Available,,,,,,,
8810,18409196,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8811,501,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8812,510,1,Noida,No,No,No_Service_Available,,,,,,,
8813,18418274,1,Noida,No,No,No_Service_Available,,,,,,,
8814,5746,1,Noida,No,No,No_Service_Available,,,,,,,
8815,18215963,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8816,18432232,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8817,304487,1,Noida,No,No,No_Service_Available,,,,,,,
8818,18433909,1,Noida,No,No,No_Service_Available,,,,,,,
8819,8096,1,Noida,No,No,No_Service_Available,,,,,,,
8820,18459896,1,Noida,No,No,No_Service_Available,,,,,,,
8821,5702,1,Noida,No,No,No_Service_Available,,,,,,,
8822,304502,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8823,18432196,1,Noida,No,No,No_Service_Available,,,,,,,
8824,18414468,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8825,8090,1,Noida,No,No,No_Service_Available,,,,,,,
8826,8092,1,Noida,No,No,No_Service_Available,,,,,,,
8827,18391140,1,Noida,No,No,No_Service_Available,,,,,,,
8828,312935,1,Noida,No,No,No_Service_Available,,,,,,,
8829,18313786,1,Noida,No,No,No_Service_Available,,,,,,,
8830,18432223,1,Noida,No,No,No_Service_Available,,,,,,,
8831,8077,1,Noida,No,No,No_Service_Available,,,,,,,
8832,8089,1,Noida,No,No,No_Service_Available,,,,,,,
8833,18368771,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8834,18481296,1,Noida,No,No,No_Service_Available,,,,,,,
8835,18128894,1,Noida,No,No,No_Service_Available,,,,,,,
8836,18451823,1,Noida,No,No,No_Service_Available,,,,,,,
8837,18469955,1,Noida,No,No,No_Service_Available,,,,,,,
8838,18466392,1,Noida,No,No,No_Service_Available,,,,,,,
8839,310755,1,Noida,No,No,No_Service_Available,,,,,,,
8840,312186,1,Noida,No,No,No_Service_Available,,,,,,,
8841,4469,1,Noida,No,No,No_Service_Available,,,,,,,
8842,18423860,1,Noida,No,No,No_Service_Available,,,,,,,
8843,307335,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8844,5698,1,Noida,No,No,No_Service_Available,,,,,,,
8845,8130,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8846,311533,1,Noida,No,No,No_Service_Available,,,,,,,
8847,18268502,1,Noida,No,No,No_Service_Available,,,,,,,
8848,18285723,1,Noida,No,No,No_Service_Available,,,,,,,
8849,308751,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8850,18273567,1,Noida,Yes,No,Any_one-Service_Available,,,,,,,
8851,3753,1,Noida,No,No,No_Service_Available,,,,,,,
8852,18258503,1,Noida,No,No,No_Service_Available,,,,,,,
8853,1844,1,Noida,No,No,No_Service_Available,,,,,,,
8854,313305,1,Noida,No,No,No_Service_Available,,,,,,,
8855,18281981,1,Noida,No,No,No_Service_Available,,,,,,,
8856,308718,1,Noida,No,No,No_Service_Available,,,,,,,
8857,18423098,1,Noida,No,No,No_Service_Available,,,,,,,
8858,18435329,1,Noida,No,No,No_Service_Available,,,,,,,
8859,18367978,1,Noida,No,No,No_Service_Available,,,,,,,
8860,5777,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8861,18396437,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8862,18224549,1,Noida,No,No,No_Service_Available,,,,,,,
8863,8138,1,Noida,No,No,No_Service_Available,,,,,,,
8864,18281973,1,Noida,No,No,No_Service_Available,,,,,,,
8865,18391059,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8866,313049,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8867,313250,1,Noida,No,No,No_Service_Available,,,,,,,
8868,313358,1,Noida,No,Yes,Any_one-Service_Available,,,,,,,
8869,18358191,1,Noida,No,No,No_Service_Available,,,,,,,
